"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.421447250E0,2.102874803E0,3.253370324E0,5.146462671E-1,3.907858964E0
2.431447250E0,1.447869706E0,2.338032568E0,5.827008406E-1,2.811096448E0
2.441447250E0,6.112933597E-1,1.303470669E0,6.208059756E-1,1.567837815E0
2.451447250E0,8.770121813E-2,1.726916671E-1,6.854082799E-1,7.122488510E-1
2.461447250E0,3.830373564E-1,-9.900523084E-1,4.860520669E-1,1.167547773E0
2.471447250E0,9.631378672E-1,-2.149083302E0,3.526362205E-1,2.381290804E0
2.481447250E0,1.371103073E0,-3.229768038E0,3.603416812E-1,3.527204466E0
2.491447250E0,2.035360220E0,-4.426734012E0,-2.381745621E-1,4.878052108E0
2.501447250E0,2.838229415E0,-5.388851248E0,-1.025318620E0,6.176288712E0
2.511447250E0,3.244063603E0,-6.335978562E0,-1.847315519E0,7.353988552E0
2.521447250E0,3.034347659E0,-6.897775533E0,-2.764054853E0,8.026616488E0
2.531446250E0,2.208728410E0,-6.863420218E0,-3.318214191E0,7.936974467E0
2.541446250E0,1.397612010E0,-6.718028616E0,-2.887776089E0,7.444761820E0
2.551446250E0,1.137445120E0,-6.393434472E0,-2.573453164E0,6.985159049E0
2.561446250E0,1.526589893E0,-5.986818511E0,-2.779908409E0,6.774980690E0
2.571446250E0,2.118925410E0,-5.708271775E0,-3.331647584E0,6.940755519E0
2.581446250E0,2.566745238E0,-5.147812647E0,-4.170400264E0,7.104955632E0
2.591446250E0,2.860616941E0,-4.430083882E0,-4.710330988E0,7.070784292E0
2.601446250E0,2.860201789E0,-4.323877396E0,-4.920978686E0,7.147915867E0
2.611446250E0,2.717859510E0,-4.026647052E0,-4.066801051E0,6.335575553E0
2.621446250E0,2.460220079E0,-3.127766284E0,-2.845952125E0,4.892345885E0
